order_id,order_date,region,city,product_id,units_sold,revenue,profit,customer_type,channel
35774,2025-04-18,South,Kristenport,12,5,29.2,12.6,New,Online
35775,2025-01-15,West,Marcushaven,3,2,7.38,4.36,New,Online
35776,2025-12-19,West,West Jonathan,21,12,80.52,46.2,Returning,Retail
35777,2025-03-29,South,Johnsonview,9,5,14.05,4.95,Returning,Retail
35778,2025-11-04,West,New Chelsey,13,1,5.04,1.83,Returning,Retail
35779,2025-08-24,West,Port Angelmouth,12,5,29.2,12.6,Returning,Retail
35780,2024-08-10,West,Lake Ashley,3,2,7.38,4.36,Returning,Online
35781,2024-05-19,North,West Michael,21,7,46.97,26.95,New,Retail
35782,2024-03-05,North,Sarahberg,23,7,22.19,11.83,New,Online
35783,2025-12-10,West,Christopherberg,15,10,35.4,16.5,New,Online
35784,2024-09-18,North,Johnsonside,11,5,14.8,5.7,Returning,Online
35785,2024-01-09,North,Port Traceybury,4,5,40.8,18.15,New,Online
35786,2024-08-25,West,Doyleland,7,2,18.2,8.5,New,Retail
35787,2024-11-03,East,South Sharon,1,6,25.56,15.12,Returning,Online
35788,2025-08-21,East,North Amandabury,2,5,28.15,16.75,New,Online
35789,2025-04-28,South,Wrightmouth,5,1,3.5,1.64,New,Retail
35790,2024-05-04,North,New Jamestown,8,7,17.08,8.05,New,Online
35791,2024-11-06,East,Washingtonfort,1,3,12.78,7.56,Returning,Retail
35792,2025-05-14,North,Lake Ashleyport,23,4,12.68,6.76,Returning,Online
35793,2025-05-19,South,North Austin,13,2,10.08,3.66,New,Retail
35794,2025-12-16,South,South Jeffreymouth,16,9,20.07,11.25,Returning,Retail
35795,2025-03-29,South,West Tonybury,9,6,16.86,5.94,New,Online
35796,2025-09-14,South,North John,17,4,18.48,10.96,Returning,Online
35797,2024-10-09,East,Angelamouth,18,9,43.29,24.84,New,Retail
35798,2024-04-17,East,Lake Gregory,21,8,53.68,30.8,Returning,Retail
35799,2025-10-06,North,New Michellehaven,12,6,35.04,15.12,Returning,Retail
35800,2025-05-04,West,Zimmermanshire,12,4,23.36,10.08,New,Online
35801,2025-10-27,North,New Troymouth,25,1,9.41,5.06,Returning,Online
35802,2025-11-19,East,Lake Dana,14,7,53.9,23.94,New,Online
35803,2025-07-07,North,North David,2,4,22.52,13.4,New,Online
35804,2025-04-26,West,Port Gregory,1,2,8.52,5.04,Returning,Retail
35805,2025-11-07,East,Lake Josephfort,25,10,94.1,50.6,Returning,Retail
35806,2025-01-21,East,Port Andrewton,2,5,28.15,16.75,New,Retail
35807,2025-10-17,East,South Carla,3,5,18.45,10.9,Returning,Retail
35808,2025-04-29,South,West Michelle,3,3,11.07,6.54,Returning,Online
35809,2024-03-10,East,New Alyssa,4,2,16.32,7.26,New,Retail
35810,2025-03-21,South,South Michelleton,21,4,26.84,15.4,Returning,Retail
35811,2024-11-02,East,East Christine,8,13,31.72,14.95,Returning,Retail
35812,2024-09-08,South,West Davidstad,3,7,25.83,15.26,Returning,Retail
35813,2025-08-05,South,Davidchester,14,7,53.9,23.94,New,Retail
35814,2024-10-02,North,South Joshua,9,2,5.62,1.98,Returning,Retail
35815,2024-06-01,North,Danielmouth,21,3,20.13,11.55,Returning,Retail
35816,2025-07-18,South,Lake Glenn,21,6,40.26,23.1,New,Online
35817,2025-06-21,South,East Jennifer,5,4,14.0,6.56,New,Retail
35818,2025-11-04,North,East Shannon,3,15,55.35,32.7,Returning,Online
35819,2025-10-30,South,Gutierrezbury,14,2,15.4,6.84,Returning,Retail
35820,2024-05-29,West,West Shannon,11,9,26.64,10.26,Returning,Retail
35821,2025-05-24,East,Curtisborough,2,6,33.78,20.1,New,Retail
35822,2024-02-08,South,Cookmouth,21,5,33.55,19.25,Returning,Online
35823,2024-02-29,West,Sextonfurt,16,4,8.92,5.0,New,Online
35824,2024-07-13,South,Elizabethton,9,4,11.24,3.96,Returning,Retail
35825,2024-12-11,East,Levyton,14,6,46.2,20.52,New,Online
35826,2024-05-03,South,Smithborough,20,2,8.22,4.3,Returning,Retail
35827,2024-06-19,East,Thomasborough,12,2,11.68,5.04,New,Online
35828,2024-08-04,East,New Madeline,5,3,10.5,4.92,Returning,Online
35829,2024-08-29,West,Wagnerfurt,9,2,5.62,1.98,Returning,Retail
35830,2024-09-25,South,Davidhaven,23,8,25.36,13.52,Returning,Online
35831,2025-05-01,North,South Jamestown,15,2,7.08,3.3,New,Retail
35832,2024-10-26,South,Marksfurt,2,5,28.15,16.75,New,Online
35833,2025-12-14,East,Campbellmouth,10,12,117.12,62.88,Returning,Online
35834,2025-01-18,East,Cartertown,11,7,20.72,7.98,New,Retail
35835,2025-02-01,North,Sosachester,9,6,16.86,5.94,Returning,Retail
35836,2024-05-20,North,Vargasmouth,5,3,10.5,4.92,Returning,Online
35837,2024-08-10,West,Clarkburgh,2,2,11.26,6.7,Returning,Retail
35838,2024-02-23,South,North Carolineshire,7,3,27.3,12.75,Returning,Online
35839,2024-03-03,South,East Lisa,7,3,27.3,12.75,New,Retail
35840,2025-11-17,South,Carpenterville,2,9,50.67,30.15,New,Retail
35841,2024-04-26,South,Vasquezshire,12,7,40.88,17.64,New,Retail
35842,2024-07-30,South,South Nicholas,21,7,46.97,26.95,New,Online
35843,2025-12-20,South,Nicoleville,15,6,21.24,9.9,Returning,Retail
35844,2025-05-18,North,Port Kelseyport,2,6,33.78,20.1,New,Retail
35845,2025-12-13,West,Nielsenland,24,6,29.16,14.7,New,Online
35846,2025-02-24,South,North Kevinton,21,3,20.13,11.55,Returning,Retail
35847,2024-06-07,South,Bakerville,11,4,11.84,4.56,Returning,Online
35848,2024-11-12,North,Lake Ryanport,16,3,6.69,3.75,New,Retail
35849,2025-06-29,West,Timothyland,20,7,28.77,15.05,Returning,Retail
35850,2025-11-17,South,Mccoyland,12,6,35.04,15.12,New,Online
35851,2024-06-13,South,Kathleenchester,13,7,35.28,12.81,Returning,Retail
35852,2025-06-01,South,East Jaredton,9,3,8.43,2.97,Returning,Retail
35853,2024-04-26,West,Port Mark,17,4,18.48,10.96,New,Retail
35854,2025-07-09,North,South Melissaside,19,6,34.98,17.1,Returning,Online
35855,2025-05-25,South,East Jessica,11,6,17.76,6.84,New,Online
35856,2025-07-15,West,Port Kimberlyburgh,21,7,46.97,26.95,Returning,Retail
35857,2024-02-19,North,Davidstad,5,3,10.5,4.92,New,Online
35858,2025-07-30,East,Peggyfort,23,5,15.85,8.45,New,Online
35859,2024-08-27,North,Olivermouth,24,7,34.02,17.15,New,Retail
35860,2025-08-25,South,Reyestown,8,5,12.2,5.75,New,Online
35861,2025-06-26,North,New Alicia,4,7,57.12,25.41,New,Online
35862,2024-07-24,West,Michaelbury,21,7,46.97,26.95,New,Retail
35863,2024-07-11,West,Tiffanyport,8,8,19.52,9.2,Returning,Retail
35864,2025-02-06,West,Mariahside,24,7,34.02,17.15,New,Retail
35865,2025-07-27,West,Jeffreyborough,21,6,40.26,23.1,Returning,Online
35866,2024-04-01,North,Johnport,15,5,17.7,8.25,New,Retail
35867,2025-11-09,North,Williamschester,12,9,52.56,22.68,New,Online
35868,2025-04-30,North,Smithview,8,3,7.32,3.45,New,Retail
35869,2025-03-05,West,Stanleyfurt,14,6,46.2,20.52,Returning,Online
35870,2025-06-12,South,Lake Emilyfurt,17,2,9.24,5.48,Returning,Online
35871,2024-11-17,North,Port Joseph,10,4,39.04,20.96,New,Online
35872,2024-12-28,North,Lake Alexis,1,4,17.04,10.08,New,Retail
35873,2024-12-12,South,Adamsland,25,7,65.87,35.42,New,Online
35874,2025-08-07,North,Youngfurt,14,4,30.8,13.68,Returning,Retail
35875,2025-10-26,South,Nealchester,16,6,13.38,7.5,Returning,Online
35876,2024-08-25,South,Howardville,7,3,27.3,12.75,New,Retail
35877,2025-05-16,South,Maryview,7,6,54.6,25.5,New,Online
35878,2024-01-04,North,Jenniferside,24,8,38.88,19.6,New,Retail
35879,2025-06-25,West,West Jaime,3,2,7.38,4.36,Returning,Retail
35880,2025-02-27,West,Garciafurt,18,10,48.1,27.6,New,Online
35881,2024-08-28,South,Jamesside,2,4,22.52,13.4,Returning,Online
35882,2025-05-26,East,New Michellebury,4,10,81.6,36.3,New,Retail
35883,2024-03-16,North,Port Arthurport,2,6,33.78,20.1,Returning,Online
35884,2025-02-05,North,Williamston,16,7,15.61,8.75,New,Online
35885,2025-03-04,South,New Robyn,20,7,28.77,15.05,New,Online
35886,2024-10-19,South,North Laurenborough,14,4,30.8,13.68,New,Retail
35887,2025-03-29,West,Guerraborough,8,2,4.88,2.3,Returning,Online
35888,2024-04-07,South,Williamfort,8,10,24.4,11.5,New,Retail
35889,2024-12-08,South,Jamesbury,7,4,36.4,17.0,New,Online
35890,2024-07-09,North,Lake Lynnstad,3,7,25.83,15.26,Returning,Online
35891,2024-12-26,West,South George,17,10,46.2,27.4,New,Retail
35892,2025-03-01,South,Port Cindyfort,19,7,40.81,19.95,Returning,Online
35893,2025-01-09,North,North Justinburgh,10,2,19.52,10.48,Returning,Retail
35894,2025-09-03,South,New Davidshire,8,3,7.32,3.45,Returning,Online
35895,2024-03-28,North,East Keith,4,4,32.64,14.52,Returning,Online
35896,2025-09-13,North,South Kristine,14,9,69.3,30.78,Returning,Retail
35897,2025-02-22,West,Mariaton,4,3,24.48,10.89,Returning,Online
35898,2025-02-17,South,West Travis,18,5,24.05,13.8,New,Retail
35899,2024-12-07,West,Sotofurt,9,10,28.1,9.9,Returning,Online
35900,2024-06-15,South,New Jason,14,4,30.8,13.68,Returning,Retail
35901,2024-09-26,East,Lake Andrea,19,4,23.32,11.4,New,Retail
35902,2025-08-09,South,Lake Roberthaven,8,5,12.2,5.75,Returning,Retail
35903,2024-07-23,North,New Christina,21,2,13.42,7.7,New,Online
35904,2025-01-25,South,North Calebshire,9,6,16.86,5.94,New,Retail
35905,2025-05-12,South,Lake Jessica,14,6,46.2,20.52,Returning,Online
35906,2024-10-12,South,West Daniel,12,4,23.36,10.08,Returning,Retail
35907,2024-02-17,South,Garciabury,16,7,15.61,8.75,New,Online
35908,2024-08-01,North,South Adrianbury,17,6,27.72,16.44,Returning,Online
35909,2025-01-04,South,Port Mark,3,5,18.45,10.9,New,Online
35910,2025-12-22,South,Ericfort,10,9,87.84,47.16,New,Retail
35911,2024-08-13,East,Kellystad,18,6,28.86,16.56,Returning,Online
35912,2025-02-06,South,Lemouth,3,4,14.76,8.72,New,Online
35913,2024-07-11,East,Gonzalezside,10,8,78.08,41.92,New,Online
35914,2024-09-27,East,East Cindy,7,6,54.6,25.5,Returning,Retail
35915,2025-10-11,South,Port Shannonburgh,21,8,53.68,30.8,New,Online
35916,2025-02-18,North,East Leonardberg,12,3,17.52,7.56,New,Online
35917,2024-05-07,East,Brendahaven,22,4,21.0,10.68,New,Retail
35918,2025-03-25,East,East Robert,20,10,41.1,21.5,Returning,Online
35919,2025-06-18,North,North Davidbury,7,4,36.4,17.0,Returning,Online
35920,2025-01-13,West,Mccoyview,3,8,29.52,17.44,Returning,Retail
35921,2025-10-20,East,Barkermouth,17,6,27.72,16.44,Returning,Online
35922,2024-06-14,East,Robinmouth,10,1,9.76,5.24,Returning,Online
35923,2024-03-26,West,New Brett,4,4,32.64,14.52,New,Retail
35924,2024-03-30,East,Justinland,5,5,17.5,8.2,New,Retail
35925,2024-02-26,West,Campbellberg,5,2,7.0,3.28,New,Retail
35926,2024-10-20,East,Bensonbury,9,8,22.48,7.92,Returning,Online
35927,2025-03-27,North,Snyderfort,2,3,16.89,10.05,Returning,Retail
35928,2025-11-14,North,North Jessicamouth,1,3,12.78,7.56,New,Retail
35929,2025-02-08,South,Wallacefort,8,11,26.84,12.65,New,Retail
35930,2025-10-06,East,Lopezville,19,4,23.32,11.4,Returning,Retail
35931,2025-06-19,South,New Julian,25,4,37.64,20.24,Returning,Retail
35932,2024-09-07,South,South Lawrenceville,7,9,81.9,38.25,New,Online
35933,2025-01-11,West,Port Melissa,12,4,23.36,10.08,New,Retail
35934,2025-03-18,West,Port Edward,21,3,20.13,11.55,Returning,Retail
35935,2024-11-04,North,South Michelle,14,6,46.2,20.52,Returning,Online
35936,2025-08-04,West,West Johnside,20,6,24.66,12.9,New,Online
35937,2024-06-06,North,Kimberlyfort,2,9,50.67,30.15,Returning,Online
35938,2024-11-15,East,Lake Justin,14,4,30.8,13.68,Returning,Retail
35939,2025-01-21,West,Baileyfort,23,6,19.02,10.14,New,Online
35940,2025-02-23,South,Fordland,10,1,9.76,5.24,Returning,Online
35941,2024-06-30,East,Carolynton,4,7,57.12,25.41,New,Retail
35942,2024-01-23,East,Brentstad,11,4,11.84,4.56,New,Retail
35943,2024-08-30,South,North Debra,14,6,46.2,20.52,Returning,Online
35944,2024-05-03,South,Comptonstad,17,8,36.96,21.92,New,Online
35945,2024-01-27,West,South Melodytown,12,4,23.36,10.08,Returning,Online
35946,2024-07-28,North,East Ronald,15,2,7.08,3.3,Returning,Online
35947,2025-12-30,South,New Annette,25,10,94.1,50.6,Returning,Retail
35948,2025-03-09,East,Lake Charles,19,5,29.15,14.25,New,Retail
35949,2024-06-25,South,Skinnershire,23,4,12.68,6.76,Returning,Retail
35950,2025-08-24,South,Victoriamouth,20,4,16.44,8.6,New,Online
35951,2024-04-12,South,Ochoaport,12,2,11.68,5.04,New,Online
35952,2024-11-20,West,Derekburgh,7,10,91.0,42.5,Returning,Retail
35953,2024-05-20,East,Duffybury,5,3,10.5,4.92,New,Online
35954,2025-11-05,North,Smithside,10,12,117.12,62.88,New,Retail
35955,2024-07-14,West,North Johnmouth,9,3,8.43,2.97,New,Online
35956,2025-08-22,North,Millertown,16,3,6.69,3.75,Returning,Online
35957,2025-10-06,North,Port Christopherfurt,8,2,4.88,2.3,Returning,Online
35958,2024-03-25,South,South Erica,8,2,4.88,2.3,New,Retail
35959,2024-03-30,West,Sullivanmouth,12,3,17.52,7.56,New,Retail
35960,2024-05-06,West,West Amber,9,8,22.48,7.92,Returning,Retail
35961,2025-10-17,East,Michellebury,5,6,21.0,9.84,New,Online
35962,2025-03-07,West,Port Kristin,20,3,12.33,6.45,Returning,Online
35963,2024-01-27,South,Nortontown,7,3,27.3,12.75,New,Retail
35964,2024-05-05,South,Boydside,12,9,52.56,22.68,New,Retail
35965,2024-05-02,South,Hernandezberg,7,3,27.3,12.75,Returning,Online
35966,2025-05-07,East,Carpenterville,24,6,29.16,14.7,New,Retail
35967,2024-06-03,South,Port Belinda,13,6,30.24,10.98,New,Online
35968,2024-05-17,South,New Krista,1,4,17.04,10.08,New,Online
35969,2025-07-26,South,Hardyfurt,7,6,54.6,25.5,Returning,Retail
35970,2025-12-15,North,Lanefurt,18,1,4.81,2.76,Returning,Online
35971,2024-03-05,East,Lake Veronica,6,4,11.6,6.88,New,Retail
35972,2024-08-08,East,New James,18,4,19.24,11.04,New,Online
35973,2025-09-24,East,Ethanport,7,8,72.8,34.0,New,Retail
35974,2025-11-20,North,Martinezstad,22,9,47.25,24.03,Returning,Online
35975,2025-09-19,South,Vanessaberg,1,4,17.04,10.08,New,Retail
35976,2025-05-02,East,Laceyport,23,7,22.19,11.83,New,Online
35977,2024-08-30,South,South Richard,13,2,10.08,3.66,Returning,Retail
35978,2024-07-29,West,Johnborough,25,5,47.05,25.3,New,Retail
35979,2025-02-11,East,East Jeremyborough,20,6,24.66,12.9,New,Online
35980,2025-10-06,West,New Gabrielshire,1,5,21.3,12.6,Returning,Retail
35981,2025-04-18,East,Port Sarahmouth,25,7,65.87,35.42,New,Retail
35982,2024-12-19,South,Hernandezburgh,11,4,11.84,4.56,Returning,Online
35983,2025-11-02,North,Halltown,23,9,28.53,15.21,New,Retail
35984,2024-03-16,North,Davidmouth,1,5,21.3,12.6,Returning,Online
35985,2025-03-13,South,Daltonville,14,3,23.1,10.26,New,Online
35986,2025-06-01,West,Wheelerland,4,2,16.32,7.26,New,Retail
35987,2025-11-03,South,Hoffmanburgh,19,4,23.32,11.4,Returning,Retail
35988,2024-06-06,North,New Joshua,12,9,52.56,22.68,New,Online
35989,2024-03-08,South,South Victortown,5,8,28.0,13.12,Returning,Online
35990,2024-01-16,North,Nicholasland,19,5,29.15,14.25,Returning,Online
35991,2025-03-18,East,East Davidton,20,2,8.22,4.3,New,Online
35992,2025-06-13,South,Robinhaven,23,3,9.51,5.07,New,Online
35993,2025-03-06,East,Cannonland,3,2,7.38,4.36,Returning,Online
35994,2025-12-15,West,South Brenda,23,3,9.51,5.07,Returning,Retail
35995,2025-09-18,East,South Fernandoberg,14,4,30.8,13.68,Returning,Online
35996,2024-06-13,North,Floresbury,16,4,8.92,5.0,Returning,Retail
35997,2025-08-26,South,Port Zoe,13,3,15.12,5.49,New,Retail
35998,2025-12-22,West,New Thomas,12,9,52.56,22.68,Returning,Retail
35999,2025-08-06,South,East Dylanhaven,10,8,78.08,41.92,New,Retail
36000,2024-02-03,West,Lake Joshuamouth,24,5,24.3,12.25,Returning,Retail
36001,2024-02-13,West,Karlmouth,4,6,48.96,21.78,Returning,Retail
36002,2025-12-12,South,Pateltown,1,4,17.04,10.08,New,Online
36003,2025-11-27,East,Mirandaside,14,7,53.9,23.94,Returning,Retail
36004,2024-06-25,North,Armstrongport,23,8,25.36,13.52,New,Online
36005,2025-11-07,North,South Richard,3,10,36.9,21.8,Returning,Online
36006,2024-01-02,West,Lake Andrea,9,5,14.05,4.95,Returning,Retail
36007,2024-04-05,West,Lake Danielbury,15,8,28.32,13.2,New,Online
36008,2025-12-18,East,Amyton,15,10,35.4,16.5,New,Retail
36009,2024-12-23,South,New Charlesborough,13,7,35.28,12.81,New,Retail
36010,2025-03-19,West,West Ronaldmouth,4,3,24.48,10.89,New,Online
36011,2024-12-06,South,South David,16,10,22.3,12.5,Returning,Online
36012,2024-04-04,East,New Tammy,1,7,29.82,17.64,Returning,Retail
36013,2025-09-28,East,East David,25,2,18.82,10.12,New,Online
36014,2025-10-02,South,Smithfort,22,4,21.0,10.68,Returning,Retail
36015,2024-03-15,South,Lopeztown,8,4,9.76,4.6,New,Online
36016,2024-05-26,South,South Judithbury,23,7,22.19,11.83,New,Retail
36017,2024-09-05,East,Alexanderfurt,16,5,11.15,6.25,New,Retail
36018,2025-06-25,South,North Michaelborough,15,7,24.78,11.55,New,Online
36019,2025-10-10,South,South Emilyborough,4,4,32.64,14.52,New,Retail
36020,2024-06-14,East,Ryanville,23,6,19.02,10.14,New,Online
36021,2024-09-19,South,Whiteville,13,9,45.36,16.47,New,Online
36022,2025-01-31,West,South Brittanyview,12,4,23.36,10.08,New,Retail
36023,2024-01-21,West,Lopezfort,9,6,16.86,5.94,Returning,Online
36024,2024-08-09,West,Port Johnside,4,6,48.96,21.78,Returning,Online
36025,2024-10-08,North,Nortonberg,20,6,24.66,12.9,New,Online
36026,2025-05-23,East,East Bradleymouth,15,8,28.32,13.2,Returning,Online
36027,2025-06-11,South,Michaelville,14,6,46.2,20.52,New,Retail
36028,2024-09-02,South,Georgeville,7,6,54.6,25.5,New,Retail
36029,2025-07-26,South,West Linda,6,7,20.3,12.04,New,Online
36030,2024-02-12,West,Hartmanville,23,8,25.36,13.52,Returning,Retail
36031,2024-05-12,East,Michaelstad,5,2,7.0,3.28,New,Retail
36032,2024-01-14,South,Reginaberg,14,6,46.2,20.52,Returning,Retail
36033,2025-11-22,West,Josephstad,15,7,24.78,11.55,New,Retail
36034,2025-03-03,South,West Vincentfort,17,6,27.72,16.44,New,Online
36035,2024-09-09,North,Port Gabrielle,13,1,5.04,1.83,New,Retail
36036,2025-12-09,North,Bakermouth,8,13,31.72,14.95,Returning,Retail
36037,2024-02-11,South,New Anthony,25,7,65.87,35.42,Returning,Online
36038,2024-02-22,South,North Malloryborough,18,3,14.43,8.28,New,Online
36039,2025-06-09,South,West Elizabeth,16,4,8.92,5.0,New,Retail
36040,2024-07-13,West,Ellisstad,16,5,11.15,6.25,New,Online
36041,2024-01-18,West,South Michael,2,5,28.15,16.75,Returning,Retail
36042,2025-03-19,North,Floresborough,2,6,33.78,20.1,New,Retail
36043,2024-05-02,West,Jeffreymouth,3,8,29.52,17.44,New,Online
36044,2025-01-29,West,Emilyview,8,2,4.88,2.3,Returning,Online
36045,2025-06-18,South,Rhodesbury,10,6,58.56,31.44,Returning,Retail
36046,2024-09-02,East,New Casey,23,6,19.02,10.14,Returning,Online
36047,2024-12-30,North,Carterfurt,4,4,32.64,14.52,New,Online
36048,2024-09-27,South,Port Scottfort,23,7,22.19,11.83,New,Online
36049,2024-11-01,South,Laurenfurt,15,1,3.54,1.65,Returning,Online
36050,2025-05-06,South,East Joshuashire,12,10,58.4,25.2,Returning,Retail
36051,2024-02-14,East,Hallhaven,22,4,21.0,10.68,New,Retail
36052,2024-01-03,North,Greerview,3,8,29.52,17.44,New,Online
36053,2025-11-03,South,Courtneymouth,8,3,7.32,3.45,Returning,Online
36054,2025-10-11,North,South Anthony,5,1,3.5,1.64,Returning,Online
36055,2024-06-26,South,Sheltonstad,2,2,11.26,6.7,New,Online
36056,2025-02-19,North,Port Patrick,18,6,28.86,16.56,Returning,Online
36057,2024-12-17,South,New Donald,20,9,36.99,19.35,New,Online
36058,2024-01-23,East,Jessicaville,14,1,7.7,3.42,New,Online
36059,2025-12-22,North,Lake Katie,19,15,87.45,42.75,Returning,Online
36060,2025-02-02,South,Port Kristiefort,3,3,11.07,6.54,New,Retail
36061,2025-11-21,South,Brownside,17,6,27.72,16.44,Returning,Online
36062,2025-07-08,North,Lake Cody,2,5,28.15,16.75,New,Online
36063,2025-05-01,South,West Dianeland,14,6,46.2,20.52,New,Online
36064,2024-04-02,North,North Andrew,18,4,19.24,11.04,Returning,Retail
36065,2025-11-01,North,Meganland,10,9,87.84,47.16,Returning,Retail
36066,2025-10-05,East,Lake Tristan,21,6,40.26,23.1,Returning,Retail
36067,2024-02-27,South,New Donnafort,6,4,11.6,6.88,Returning,Online
36068,2024-01-06,South,North Kristinview,14,6,46.2,20.52,New,Retail
36069,2024-05-31,North,Lyonsmouth,7,1,9.1,4.25,New,Online
36070,2025-09-24,South,Wallburgh,2,7,39.41,23.45,New,Retail
36071,2025-09-21,South,Lake Hannahberg,2,8,45.04,26.8,Returning,Retail
36072,2025-04-25,South,South Jenny,18,4,19.24,11.04,Returning,Online
36073,2024-02-27,South,Thomasport,17,5,23.1,13.7,New,Online
36074,2024-07-16,West,Meganville,12,3,17.52,7.56,Returning,Retail
36075,2024-09-18,West,Morrisside,4,8,65.28,29.04,Returning,Retail
36076,2025-11-18,West,North Amanda,12,9,52.56,22.68,New,Online
36077,2024-06-20,West,New Krystal,8,10,24.4,11.5,New,Online
36078,2025-08-21,South,Port Nicholasberg,14,7,53.9,23.94,Returning,Online
36079,2025-06-26,East,New Scottfurt,23,2,6.34,3.38,New,Retail
36080,2024-03-30,West,East Jackie,14,4,30.8,13.68,New,Retail
36081,2025-08-19,North,Andrewchester,18,8,38.48,22.08,New,Online
36082,2024-04-06,South,Port Barry,3,16,59.04,34.88,New,Online
36083,2025-01-08,North,Doylebury,21,4,26.84,15.4,Returning,Retail
36084,2025-11-19,East,Jacobland,22,4,21.0,10.68,New,Online
36085,2024-12-06,West,New Pamela,17,10,46.2,27.4,New,Online
36086,2025-06-25,East,West Thomas,14,6,46.2,20.52,Returning,Online
36087,2024-11-05,South,Lake Ianberg,1,12,51.12,30.24,New,Retail
36088,2024-12-15,East,Ashleyfurt,20,10,41.1,21.5,New,Online
36089,2024-03-11,East,Lake Angela,1,8,34.08,20.16,Returning,Online
36090,2025-07-15,South,Port Melissa,19,7,40.81,19.95,Returning,Retail
36091,2024-08-17,North,Randyshire,20,6,24.66,12.9,Returning,Retail
36092,2025-07-26,East,Rachelview,13,5,25.2,9.15,Returning,Online
36093,2025-06-22,South,Lake Marcus,22,3,15.75,8.01,New,Online
36094,2024-04-13,South,Jamesburgh,25,6,56.46,30.36,Returning,Online
36095,2025-04-28,West,Thomasborough,19,3,17.49,8.55,Returning,Online
36096,2024-05-10,West,East Whitneyfurt,24,6,29.16,14.7,Returning,Retail
36097,2025-10-24,North,Schmittstad,17,4,18.48,10.96,Returning,Online
36098,2025-04-10,West,East Rebecca,23,11,34.87,18.59,Returning,Retail
36099,2025-12-14,North,Ortizmouth,16,4,8.92,5.0,Returning,Retail
36100,2024-09-12,South,West Patrick,6,3,8.7,5.16,New,Online
36101,2024-02-10,North,Nicoletown,5,4,14.0,6.56,New,Online
36102,2024-06-11,East,New Patriciamouth,7,3,27.3,12.75,Returning,Retail
36103,2025-02-02,East,South Ronaldmouth,11,4,11.84,4.56,New,Retail
36104,2025-06-11,South,Jamesstad,1,12,51.12,30.24,New,Retail
36105,2025-11-04,West,Johnton,5,7,24.5,11.48,Returning,Retail
36106,2025-12-14,North,Clayshire,13,15,75.6,27.45,Returning,Online
36107,2024-06-14,East,East Ashleyville,15,7,24.78,11.55,New,Retail
36108,2024-01-21,East,Patrickville,11,6,17.76,6.84,Returning,Online
36109,2024-06-09,West,Lake Christina,21,2,13.42,7.7,Returning,Online
36110,2025-10-02,South,South Jacobhaven,8,1,2.44,1.15,New,Retail
36111,2025-07-17,South,North Timothyside,11,7,20.72,7.98,New,Online
36112,2024-03-14,West,Kristenburgh,22,3,15.75,8.01,New,Online
36113,2025-07-11,South,West Patriciamouth,17,7,32.34,19.18,Returning,Online
36114,2024-11-15,South,Kimberlyfurt,16,16,35.68,20.0,Returning,Retail
36115,2025-11-09,South,Wilsonville,21,1,6.71,3.85,Returning,Retail
36116,2025-09-03,South,Lake Richardside,14,5,38.5,17.1,Returning,Online
36117,2025-05-12,East,North Donaldchester,24,2,9.72,4.9,New,Online
36118,2024-06-18,South,Jonesburgh,11,3,8.88,3.42,Returning,Online
36119,2025-06-19,South,New Kellyview,7,9,81.9,38.25,New,Retail
36120,2025-04-08,North,East Jenniferview,16,8,17.84,10.0,New,Retail
36121,2025-12-01,North,East Oscarburgh,14,7,53.9,23.94,Returning,Retail
36122,2024-09-08,South,Lake Jamie,24,7,34.02,17.15,Returning,Online
36123,2025-05-25,North,West Christineshire,16,6,13.38,7.5,Returning,Retail
36124,2024-06-18,North,Lake Karenshire,14,7,53.9,23.94,New,Retail
36125,2024-07-06,South,East John,3,8,29.52,17.44,New,Retail
36126,2024-10-22,South,Robertsontown,21,6,40.26,23.1,New,Online
36127,2024-07-23,West,New Rachel,20,3,12.33,6.45,Returning,Retail
36128,2025-03-18,South,South Darryl,8,4,9.76,4.6,Returning,Online
36129,2025-10-30,East,Riveratown,7,7,63.7,29.75,New,Retail
36130,2025-10-17,North,Port Ronnie,22,3,15.75,8.01,Returning,Retail
36131,2025-01-03,East,North Sara,2,6,33.78,20.1,New,Retail
36132,2025-03-22,East,New David,19,6,34.98,17.1,New,Online
36133,2024-04-07,West,Contrerasbury,17,6,27.72,16.44,New,Retail
36134,2025-11-02,North,East Wandahaven,4,3,24.48,10.89,New,Retail
36135,2024-04-05,South,Port Melissaport,14,5,38.5,17.1,Returning,Retail
36136,2024-05-12,South,New Lisaview,21,8,53.68,30.8,Returning,Online
36137,2025-08-07,South,Lake Amanda,12,9,52.56,22.68,New,Online
36138,2025-07-25,North,Port Dianaton,11,5,14.8,5.7,Returning,Retail
36139,2025-05-16,South,East Charles,6,3,8.7,5.16,Returning,Retail
36140,2025-12-02,North,Tranborough,3,7,25.83,15.26,Returning,Online
36141,2025-01-12,South,Port Jamesmouth,1,3,12.78,7.56,Returning,Retail
36142,2025-01-12,East,Gallagherside,14,2,15.4,6.84,New,Online
36143,2025-05-19,East,North Marissaborough,7,7,63.7,29.75,New,Retail
36144,2024-10-13,North,Chambersfort,1,5,21.3,12.6,New,Retail
36145,2024-10-15,South,Jasonmouth,23,9,28.53,15.21,New,Online
36146,2024-03-02,East,Chavezmouth,9,2,5.62,1.98,Returning,Retail
